episode,username,comment,quoted_user,quoted_text,join_date,post_num,neg,neu,pos,compound,overall,anger,disgust,fear,joy,neutral,sadness,surprise,ep_rating
Ep6,ShadowkillZ,"""Alright, I really like and appreciate that they expanded the episode by showing us some of the pre-match vibe around the stadium from various perspectives of the spectators. I've always liked seeing these kinds of world expansion in a story.  Seeing all this being set up for his 1 match is crazy, the JFA is really trying to market it just because Sae is there, all the more merrier for the Blue Lock players to make their debut in the world. For all they know, Blue Lock is just some unnamed football team of kids with zero history before. Which is crazy because Ego managed to fund this whole cutting-edge facility specifically for his chosen Blue Lock players, not the JFA's players.  KICK OFF Great portrayal of a debut match anxiety. As someone who has been in Isagi's shoes, it's incredibly unnerving to play your best in front of so many. ESPECIALLY when most of the spectators are blatantly supporting your opponents to crush your team.""",,,16-Mar,4004,0.044,0.808,0.149,0.9653,positive,0.010921279,0.06342829,0.285634935,0.026832147,0.374239653,0.006627679,0.232316047,3.9
Ep3,Teemplario,"""Alright, I understand the complaints, which is why I lowered my rating from 5 to 4, but I don’t plan to lower it any further despite the comments I’ve read or the opinions my friends have shared. Honestly, I don’t think it’s that bad. It’s true that it has lost some fluidity and, at times, action in key moments, but I believe I can give it space and enjoy it my way without worrying about external opinions.    Shidou is undoubtedly my favorite character—I love how he moves and his sheer craziness. My second favorite is Reo, and I’m eagerly looking forward to his appearance. My third favorite is Isagi—the protagonist has to be in the top three, after all.""",,,22-Nov,1055,0.108,0.593,0.298,0.9858,positive,0.040297702,0.045058239,0.010835564,0.136214644,0.757420242,0.007135802,0.003037795,3.5
Ep7,MeKuMint,"""Although the animation is still mediocre, I loved the direction for Nagi's great goal, it felt epic!  Keep cooking Wallpaper Lock!""",,,23-Mar,155,0.0,0.677,0.323,0.8619,positive,0.012218105,0.00396363,0.002686857,0.81185627,0.080392972,0.008641963,0.080240235,4.1
Ep10,adbeaver,"""Always love it when other blue lock players get the spotlight in this game. Reo really made his presence known there at the end. I didn't forget about his chameleon ability but wasn't expecting him to copy Aiku damn.   I thought the U-20 striker guy was gonna get subbed but seems like its just a role change. Interesting that he's taking on the Isagi role. While Isagi on the other hand just can't seem to shake off Aiku as Aiku is on his ass all the time. Can't wait for Isagi's awakening, it's time for him to score.""",,,15-Mar,1074,0.074,0.763,0.164,0.7998,positive,0.016851168,0.022452781,0.068203174,0.033251263,0.693106413,0.00539774,0.1607375,4.1
Ep14,IzanaSolos,"""Always remember, this is a sports manga. So please explain to me WHAT THE FUCK IS GOING ON??? We got this dude DROOLING ON THE FUCKING FIELD WITH HIS TONGUE OUT... bro. This show man... and this studio had the FUCKING NERVE TO PUT THE LICKING SOUND EFFECTS WHEN HE CAME FACE-TO-FACE WITH OLIVER... LIKE HELLO???  But yeah, again, we in a shounen, so Rin whipping his tongue out and drooling all over the field is all that it takes to make him untouchable... unless THIS DUDE SHIDOU JUST FOULS HIM???? But even with that foul, Rin LOCKS THE FUCK IN... and misses the shot and passes it straight to Sae... LMAOOOOOOOOOOO. Though, I gotta hand it to them, only a second into the second half of the episode AND GOD THEY MOVED... IN 2D??? NOT CGI??? HELLO???  And that kagenashi style part with Rin vs. Sae... god. 8bit man WHY COULDN'T YOU COOK LIKE THIS ALL SEASON??? No dialogue, good animation, AND THE MC ACTUALLY DOES SOMETHING FOR ONCE??? NOW THIS IS A SPORTS MANGA. Was this payoff worth the tourment of the all the rest of the season? FUCK NO. I think in my head I remembered this arc to be better, but nah man. The constant talking was so tiring PLUS the  animation... what a blunder of a season man.  But that post credit scene does get me scared. I mean, one, ANOTHER SEASON of this would be an embrassment PLUS, this next arc, well, isn't the best lmao.IzanaSolosDec 28, 2024 6:56 AM""",,,21-Dec,3473,0.112,0.75,0.138,0.7008,positive,0.462699205,0.221716359,0.119582005,0.005269244,0.050878718,0.022500157,0.117354296,4.6
Ep4,StateofOhayo,"""Am I watching soccer or am I watching paint dry? The best animation so far is the OP, which itself is pathetic. The story is well enough on its own, but the amount of pedantic and redundant dialogue combined with still frames makes this so hard to watch.  >talk talk talk >game starts >stop game for talk talk talk >sudden goal that's supposed to be genius but no one cares because of talk talk talk ruining the suspense plus no action  JFC just F my S up famalam. I'm only hanging on in the hopes that another studio picks this up later. Imagine having a beautiful gem like a rare emerald only to run it through a trash compactor and use it as a paper weight. Even the OP and ED are just still frames.StateofOhayoOct 26, 2024 12:44 PM""",,,18-Dec,4148,0.083,0.783,0.133,0.8658,positive,0.052543443,0.020213678,0.133808225,0.012939122,0.162929133,0.535115957,0.082450427,3.5
Ep13,HazemMj,"""Amazing Ep with beautiful animation and OSts  """,,,24-Nov,1,0.0,0.394,0.606,0.8271,positive,0.025434075,0.007408147,0.171724528,0.553811371,0.105644085,0.015272225,0.120705649,4.4
Ep14,Maito--Regi,"""Amazing episode!""",,,23-Apr,25,0.0,0.196,0.804,0.6239,positive,0.007650053,0.002235663,0.00527059,0.239130452,0.064390987,0.006466723,0.67485553,4.6
Ep14,marcdg21,"""Amazing show, worth every second of watching""",,,18-Jan,5,0.0,0.467,0.533,0.6908,positive,0.004979002,0.001849124,0.002833672,0.605792284,0.067880452,0.004933398,0.311732143,4.6
Ep7,S1m0n2oo3,"""And also this episode was a s**t""",,,22-Feb,6,0.0,1.0,0.0,0.0,neutral,0.336289018,0.624719441,0.003399749,0.002042708,0.010446025,0.019131096,0.003971913,4.1
Ep7,S1m0n2oo3,"""And also this episode wasn't ok""",,,22-Feb,6,0.274,0.726,0.0,-0.2235,negative,0.022490943,0.06793458,0.03332134,0.007084116,0.408243358,0.424347281,0.036578342,4.1
Ep7,PastUchiha98,"""And just remember: only this scene cooked way more than entire Jake Paul vs Mike Tyson match... 🤯💯⚽🍃Feel pain, think about pain, accept pain, know pain... Shinra Tensei!""",,,17-Mar,150,0.277,0.652,0.071,-0.8221,negative,0.140942082,0.045154322,0.398170143,0.015169792,0.212095216,0.121548705,0.066919707,4.1
Ep3,NillyPC,"""Animation didn't have that oomph as usual, but the voice acting is hype asf. Isagi's goal...man I wished the animation on this was better.""",,,24-Apr,425,0.0,0.851,0.149,0.5927,positive,0.006285235,0.004934568,0.043157306,0.036759265,0.247361585,0.112121664,0.549380362,3.5
Ep2,saikarthikC,"""Animation has been great """,,,21-Nov,7,0.0,0.423,0.577,0.6249,positive,0.005594986,0.007833852,0.004896333,0.373930812,0.545112371,0.016460054,0.046171587,3.2
Ep9,ayanokoji25,"""Animation is Poor""",,,24-Nov,19,0.608,0.392,0.0,-0.4767,negative,0.0385064,0.290909111,0.030965116,0.003050613,0.108299278,0.512660563,0.015608897,4.0
Ep1,SPEX_-,"""Animation is barely even animated, its just a slide show""",,,24-Jan,1,0.0,1.0,0.0,0.0,neutral,0.010479816,0.042020593,0.003233531,0.00434215,0.755533755,0.027024098,0.157366008,4.0
Ep2,Vin-Jo,"""Animation is not good like first season ....""",,,24-Jun,1,0.429,0.571,0.0,-0.5448,negative,0.022494314,0.077510864,0.023654696,0.004723363,0.256076157,0.571063936,0.044476707,3.2
Ep1,SmoothieIsInsane,"""Animation is shitttt .....my guy Shidou came at the wrong time when animation is literal dead ....I mean just see the difference between the season 1 and season 2 ....even manga panels are better tahn this shit ....but still gonna watch it  """,,,24-Sep,7,0.22,0.721,0.058,-0.8442,negative,0.23299779,0.209966242,0.164409444,0.012475481,0.150406227,0.118421383,0.111323401,4.0
Ep6,YashJathar1,"""Animation is worst""",,,23-Sep,2,0.672,0.328,0.0,-0.6249,negative,0.008968394,0.98198086,0.002289105,0.000295993,0.002698805,0.003075179,0.00069152,3.9
Ep3,Jordidoesafunny,"""Animation kinda ass tbh""",,,18-Oct,1,0.517,0.483,0.0,-0.4951,negative,0.305641234,0.517846465,0.007729905,0.010590757,0.061141528,0.081639633,0.015410568,3.5
Ep1,Juwan_45,"""Animation looks good to me, just like season 1. But I already know these weirdos are gonna complain all season""",,,15-Oct,7,0.24,0.61,0.15,-0.4939,negative,0.128980368,0.448561639,0.012283909,0.016788512,0.34101516,0.022210462,0.030159991,4.0
Ep1,NaniGaSukiAis,"""Animation quality has certainly dropped, especially when compared to the other top airing shows this season. Isagi and cast + the plot need to carry this season. """,,,24-May,16,0.0,0.851,0.149,0.4939,positive,0.027281752,0.028896799,0.021482496,0.054093048,0.830318868,0.024084549,0.013842534,4.0
Ep2,kuronekiii,"""Animation ran out in a week, we still love you Blue Lock 💔kuronekiiiOct 12, 2024 3:39 PM""",,,24-Oct,1,0.0,0.781,0.219,0.6369,positive,0.005991155,0.002052431,0.002492388,0.178532422,0.620056748,0.062862962,0.128011823,3.2
Ep3,Vanytas,"""Animation sucks lol the story is good 😂""",,,22-Feb,168,0.205,0.328,0.467,0.4939,positive,0.08408694,0.30864656,0.003735033,0.029982988,0.170020655,0.397313982,0.006213847,3.5
Ep2,NillyPC,"""Animation took a downgrade and is a little more stiffer, but Chigari really did good though. He locked in so well.""",,,24-Apr,425,0.0,0.683,0.317,0.8351,positive,0.004660513,0.014343692,0.001841029,0.079997882,0.838363051,0.023460148,0.037333645,3.2
Ep14,Layzer01,"""Animation was generational""",,,24-Aug,1,0.0,1.0,0.0,0.0,neutral,0.015676001,0.022683801,0.008090281,0.003644223,0.874984443,0.013020721,0.061900474,4.6
Ep6,Cursed_121,"""Animation was good but the worst animation was the match itself """,,,22-Dec,1,0.34,0.542,0.117,-0.6908,negative,0.010324957,0.974230886,0.001736171,0.000876035,0.006365746,0.005204221,0.001262105,3.9
Ep11,IvoYuuma,"""Animation was kinda fire """,,,22-Jun,1,0.413,0.587,0.0,-0.2748,negative,0.357891023,0.093628109,0.477585673,0.002542585,0.040486272,0.01490739,0.01295906,4.2
Ep1,WanBelltrum,"""Animation was kinda lame in the beginning but at least they saved the rest of the budget foir the end which was worth waiting for.""",,,20-Feb,1,0.059,0.738,0.203,0.6482,positive,0.011253502,0.02283843,0.002223525,0.321236193,0.586522937,0.044892035,0.011033287,4.0
Ep2,CleanWhip,"""Animation was pretty much non existent, this shit is so disappointing""",,,21-Feb,101,0.409,0.422,0.169,-0.675,negative,0.037915826,0.425869226,0.008591679,0.002308082,0.050022788,0.432333112,0.04295931,3.2
Ep2,JTodd,"""Animation was weak""",,,18-Mar,3,0.592,0.408,0.0,-0.4404,negative,0.010995655,0.070385747,0.009616092,0.007921104,0.799114883,0.043801855,0.058164652,3.2
Ep3,MK071012,"""Animations ruin it""",,,17-Mar,2,0.655,0.345,0.0,-0.5859,negative,0.160202265,0.585062087,0.00923724,0.001601985,0.043484122,0.196905136,0.003507197,3.5
Ep7,Nevit_,"""Animation’s down in the gutter but I’m still going to be watching """,,,21-Sep,1,0.0,1.0,0.0,0.0,neutral,0.031732231,0.106873453,0.08819931,0.005695527,0.704200566,0.052287403,0.011011626,4.1
Ep14,zennarg,"""Animators cooked...""",,,22-Mar,1,0.0,1.0,0.0,0.0,neutral,0.013913856,0.115200602,0.003934878,0.024819944,0.82166636,0.010629938,0.009834396,4.6
Ep14,removed-user,"""Anime of the year fr""",,,18-Jul,561997,0.0,1.0,0.0,0.0,neutral,0.234749123,0.201632544,0.115130104,0.095927872,0.135403171,0.177633941,0.039523244,4.6
Ep3,Tsinelas,"""Another boring presentation brought to you by Isagi """,,,22-Oct,609,0.247,0.753,0.0,-0.3182,negative,0.024171673,0.135393903,0.002844898,0.005636947,0.064787254,0.744440496,0.022724781,3.5
Ep4,Gekko_ua,"""Another great episode with eyes closed!""",,,23-Dec,51,0.0,0.532,0.468,0.6588,positive,0.00167965,0.001352152,0.000856622,0.921089113,0.04448843,0.003540493,0.026993584,3.5
Ep1,P5R_Yoshizawa,"""Another set of games to determine who will play against Japan's U-20 team. Ain't no way Isagi loses this one. """,,,24-Jun,32,0.098,0.721,0.182,0.2472,positive,0.032212034,0.04724291,0.050912321,0.003678595,0.812068105,0.036642227,0.017243778,4.0
Ep8,AJ_JOD,"""Apart from Rin's Fabulous Goal and some scenes in the last 5 min[ like Japan's desperate attack and all that  ], What we Got is Powerpoint presentation ... that's it ....   """,,,24-Apr,65,0.145,0.697,0.158,0.128,positive,0.038797874,0.005992095,0.744767427,0.034023173,0.094389543,0.041540045,0.040489819,3.9
Ep7,yellowheartren,"""Are things this anticlimactic in the manga too? Been hyped up so much, and so far it's just... not really there. The animation, or should I say lack of animation, not to mention the constant ""replays"" don't help, that's for sure. Idk how the team looks at this, even just the first, like, ten minutes, with all the ""replays"" of events that happened moments earlier, again, barely animated at that, and goes ""yeah this is good"". It's bizarre, really, even if replay is the feature they're trying to imitate - tone it the fudge down, it's nowhere near that exciting.   Really, Ego-san? I mean your faith in them is admirable, and yes indeed, one can really grow under pressure (something something palm trees and strong winds), but it's like. In all that time, they've never had a match against a real team, you've literally never exposed them to the ""real thing"", all they've been doing is playing with each other. And now everyone's supposed to be SHOOK that they even have to figure out how to get around actual defenders. All while it seems the opponent has had all the data on everyone, yet our boys seem completely clueless and, again, SHOOK at what everyone can do. Like. Wtf.   And all this just so Nagi can score a goal - their first goal, because of course it's just gotta be Nagi. In an episode titled Itoshi Sae, who's had... practically two scenes' worth of screentime, one to score a goal, one to be his usual d×ckhead self. Yey, I guess.  I can't even with Reo.""",,"""Our egoists know how to handle the real thing.""",09-Oct,775,0.085,0.819,0.097,0.1103,positive,0.053574171,0.457838356,0.017028442,0.004988656,0.090886101,0.006064097,0.369620174,4.1
Ep3,vadoyager7,"""Are we sure that this is an Anime and not an Animatic? Srsly, most of the episode was motionless.UndefeatedBahamut""",,,22-Oct,539,0.0,0.887,0.113,0.3182,positive,0.007396715,0.010412663,0.472575158,0.004131025,0.189618394,0.257897705,0.057968304,3.5
Ep1,Confused_100,"""Artstyle acceptable but those still frames and frames of having the back of characters while they talk is just a giveaway of bad budget management.   Why do I say bad budget management? VAs are good, the artstyle is acceptable, the ost is good, but the animation is just plain mid and worse than S1. But who knows? We still didn’t get the first try out match going to know how it will go, but this isn’t a good sign for me to have faith especially that this anime deserves soooooo much better.   That’s why I am disappointed. They have such an IP that can challenge Haikyuu easily and we get this. Hope the studio changes""",,,23-Feb,1243,0.12,0.656,0.224,0.9242,positive,0.082763806,0.742248297,0.00646721,0.001465857,0.110281721,0.04991458,0.006858445,4.0
Ep8,Tsunamii_,"""Aryuu clutch was crazy, he's so underrated """,,,20-Nov,780,0.286,0.714,0.0,-0.34,negative,0.136407718,0.129778624,0.131287172,0.005999015,0.186388001,0.023039712,0.387099743,3.9
Ep7,rayeine,"""As a Nagi fan girl I am satisfied.""",,,15-Feb,1254,0.0,0.44,0.56,0.6249,positive,0.009429355,0.013101529,0.000546972,0.932649314,0.035865128,0.004871465,0.003536238,4.1
Ep14,JvFeitosa,"""As a big football fan, this episode sent shivers down my spine, it was so good. """,,,20-Jan,1,0.0,0.683,0.317,0.722,positive,0.006345041,0.012642324,0.854419291,0.036951203,0.016001338,0.022875732,0.050765149,4.6
Ep14,Nadorr,"""As an athlete myself, I love this series and the portrayal of the athletes mind!""Keep smiling, it makes people wonder what you're up to.""""",,,14-Jan,3,0.0,0.737,0.263,0.8172,positive,0.031286087,0.004063266,0.00257494,0.79806459,0.033445247,0.004479878,0.126086041,4.6
Ep14,ayanokoji25,"""As compare to other episodes of the football match. This only episode makes me feel happy of the animation. """,,,24-Nov,19,0.0,0.829,0.171,0.5719,positive,0.00157784,0.001955774,0.000338614,0.988663256,0.002527433,0.004127879,0.000809195,4.6
Ep12,rasterman7,"""As expected, Barou was able to score the tie goal and I should have also mentioned that he would have taken his shirt off as a way to celebrate. He reminds me of a couple of other players although they don't spout the nonsense and cringe dialogue he does but that makes him what he is so I guess it's ok. Regardless, ironic that the episode centered around yet another supposed striker turned defender was the one where Blue Lock scored and now there's only 15 minutes left. Tension is in the air, who will sco-it's Isagi isn't it?⠓⠥⠍⠁⠝⠊⠞⠽ ⠞⠓⠗⠕⠥⠛⠓ ⠎⠕⠍⠑ ⠎⠞⠥⠏⠊⠙⠊⠞⠽⠂ ⠎⠕⠍⠑ ⠺⠊⠇⠇ ⠎⠅⠊⠏ ⠺⠁⠎⠓⠊⠝⠛ ⠞⠓⠑⠊⠗ ⠓⠁⠝⠙⠎ ⠁⠝⠙ ⠑⠝⠙ ⠥⠏ ⠗⠥⠊⠝⠊⠝⠛ ⠊ ⠞ ⠋⠕⠗ ⠑⠧⠑⠗⠽⠕⠝⠑ ⠎⠓⠊⠊⠅⠕ ⠁⠕⠎⠕⠊⠂ ⠼⠃⠼⠚⠼⠁⠼⠓""",,,20-Jul,2185,0.039,0.888,0.073,0.4722,positive,0.157378852,0.094700359,0.01156224,0.012847996,0.5967623,0.035622146,0.091126069,4.2
Ep10,dragynfaerie,"""As soon as Nico got hurt, I said, ""Here comes the chameleon."" I think he's the only one that can mess with Shidou's minde enough to throw him off. Or have him loose control and get himself ejected before Sae can stop him.  The additional time was so cute.  The mom combo was great just like their sons.dragynfaerieDec 8, 2024 2:52 PM""",,,12-Nov,2518,0.141,0.718,0.142,0.2654,positive,0.02114119,0.004441154,0.006221682,0.132147834,0.721578836,0.032126758,0.08234258,4.1
Ep3,Rasco,"""As they say you learn and grow but that flop at the start was funny asf.  Behold of my awesomeness~  controversial and/or sensitive topics likely devolve into the same repetitive, derogatory, abusive, and harassing comments can no longer be posted. But my feels. """,,,10-Mar,56284,0.347,0.59,0.063,-0.9538,negative,0.600826144,0.123885393,0.153025076,0.024654722,0.021047952,0.073978998,0.002581668,3.5
Ep7,ajw215799,"""At first, I thought all this talk about bad animation was honestly just rage bait but this episode was the one that really opened my eyes to the terrible animation (which is probably bad because the moneymen on the production committee rushed the season to air to capitalize on the success of Season 1). But man Isagi needs to stop freaking out and just chill""",,,22-May,703,0.24,0.675,0.085,-0.9169,negative,0.237103194,0.447324187,0.037290115,0.007300103,0.228672802,0.035886601,0.006423031,4.1
Ep6,phantomfandom,"""At least the pre-match hype is well done, I just love the atmosphere of thousands of people cheering in the stadium. But isn't Japan's national team color blue? I assume it change to red because we can't have two blue teams. And red is actually the official second color so it's still within the realm of realism.  BL additional time tries to give fanservice as usual but I can't find any sincerity since the ""no homo"" dialogue in episode 3, probably the most stupid screenwriting I've seen in this year, trying to reject the taste of this franchise's fanbase.""",,,15-Sep,7870,0.101,0.793,0.106,-0.1381,negative,0.014766302,0.038392913,0.005297824,0.156628892,0.766684771,0.010663344,0.007565947,3.9
Ep14,Darkzepheran,"""At least they went all out for Isagi´s goal.  Rin´s trance state creeped me the hell out.""Deceive yourself in every last detail... Deceive the world. Do this, and victory is assured. Best of luck to you, old friend. El... Psy... Congroo."" -- Hououin Kyouma     """,,,23-May,248,0.125,0.653,0.222,0.6808,positive,0.059066128,0.043000054,0.214372903,0.047922567,0.583239138,0.027871789,0.02452741,4.6
Ep7,The_Trainee,"""At least they're fully embracing the ""Copied directly from the manga"" meme    """,,,20-Jan,31,0.0,1.0,0.0,0.0,neutral,0.005940138,0.008974308,0.0013253,0.026476435,0.948583543,0.002778871,0.0059214,4.1
Ep6,itsTheWilly,"""At this point I'm actually dissappointed in the animation, even Bachira's skills didn't look as great as they did in in the first season and they're supposed to be better, it really is a slide show with a voice over which is such a shame because the story is really good.""",,,12-Mar,1,0.113,0.779,0.108,-0.0775,neutral,0.014208251,0.577874899,0.003804603,0.006345195,0.277602583,0.057638016,0.062526472,3.9
Ep1,Ugedred,"""At this point I'm convinced I watched a different season 2 of blue lock cause I don't know what y'all complaining about. The art style looked crisps and it's too early to judge the fps in an episode with mostly dialogue and no actual action. save your complaints until after we have an actual match. I honestly think the art style is a huge step up from the second half of last season. Granted I could do away with the additional time, I don't need to know who's sharing rooms with whom""",,,22-Aug,6,0.069,0.768,0.164,0.8519,positive,0.014079978,0.008453346,0.00093859,0.01799967,0.868467093,0.007486832,0.082574479,4.0
Ep3,Gekko_ua,"""At this point I'm just watching this anime with closed eyes, only hearing VA and OSTs, and imagining scenes. This actualy goes insanely hard, 10/10 season.""",,,23-Dec,51,0.053,0.947,0.0,-0.1027,negative,0.014709816,0.011943657,0.001686935,0.011812995,0.785313427,0.009760561,0.164772645,3.5
Ep3,thebrentinator24,"""At this point it really seems like their mouths are the only things moving on the screen, and even then there are moments where we won't even get that at the minimum lol.   Nice comeback I guess, and a cool ""power-up"" for Isagi, but it's difficult to feel the hype that they're seemingly trying to emulate when the action is just still images and colored manga panels. Imagine you're watching a cool fight in the anime adaptation of your favorite action manga, and it's just slideshow images with punching sound effects over it. You wouldn't feel the hype right? Same thing here. What a shame man.People on MAL refuse to actually enjoy watching anime.  Your taste in anime isn't a personality trait.  Take me back to the days before MAL became infested with Twitter's favorite buzzwords.   """,,,14-Jun,7753,0.088,0.767,0.146,0.7899,positive,0.03770544,0.42919001,0.008646542,0.003621672,0.481310457,0.014019883,0.025506051,3.5
Ep6,M1kk1,"""At this point there is no hope. Really bad episode.""",,,20-May,1,0.377,0.44,0.182,-0.4754,negative,0.052689143,0.498261034,0.078279845,0.002655692,0.049575437,0.283960402,0.034578454,3.9
Ep2,tfiamnotaweeb,"""At this point, the only thing animated is the ball and their hair.""",,,20-Apr,142,0.0,1.0,0.0,0.0,neutral,0.011783607,0.050434921,0.001995158,0.008573337,0.904780388,0.008588669,0.013843924,3.2
Ep5,yellowheartren,"""Atrocious pacing is beyond atrocious at this point. Ego only showing up for the boys once in the entirety of s1 (which was, as a reminder, 24 eps), and now twice s2's 5/14... right. That entire part about the selection and why Shidou wasn't picked - it's like breaking the 4th wall and admitting he was overdesigned af, something I'm sure I wasn't alone feeling since he first showed up. That, and the red button, kinda serve like gimmicky distractions which I'm not sure we really need, especially at this point, because the flow isn't that great anyway. And indeed, established characters getting completely sidelined for newly introduced ones, who... wait, what have they even done so far? They barely even had any screentime. Feels like someone just couldn't stop designing characters, even when they started coming up with obviously subpar ones.  As for the Itoshis.... not to step on anyone's toes, but to me they're the peak on both ends of the spectrum of BL: boredom and ridiculous: I either couldn't be any less interested if I tired, or I'm rolling my eyes because I can't take either of them or their antics seriously, which, yeah, is saying a lot considering we now also have Shidou - but he comes off as someone deliberately over the top, someone we aren't supposed to take seriously at all, vs these two who are sweating buckets trying to be super serious. Like tacked-on extras in a series that already had a lot going and did not such an addition at all.""",,,09-Oct,775,0.088,0.81,0.101,0.8259,positive,0.038933739,0.691904306,0.013190071,0.001421592,0.172210857,0.049833003,0.032506458,3.9
Ep10,badabass,"""Aw poor Chigiri getting subbed because of how sucks his fitness was. Meanwhile, Nikko and his dang eye jabbed with injury after his fail attempt to stop Shidou goal. Poor them all i guess.  This second half truly unexpected to me by how Ego-san react with the sub shenanigans. Reo and the blue clue? Ain't no way Reo just show his chameleon skill that fast and surprise motherfucker those Aiku already lmao.   Hide and seek is the best offline games on this fatamorgana-called-world-thing. Please comment nicely. I am newbie here.   I'm level  on mal-badges. View my badges """,,,20-Feb,9486,0.2,0.623,0.178,-0.4043,negative,0.213465542,0.036383461,0.131658986,0.015696833,0.148374721,0.158118963,0.296301544,4.1
Ep14,aLotQuestion_,"""Aw, the whole match was about the ""FLOW"" but in the end Isagi didn't go into the ""FLOW"", hopefully it get reserved to Season 3 and later!  But nonetheless, the ""LUCK"" that ended the Season 1 is also the ""LUCK"" that ended Season 2. It is a cool plot.Signature removed. Check your inbox""",,,14-Dec,2638,0.0,0.876,0.124,0.7777,positive,0.038956314,0.083321504,0.003496416,0.079480641,0.521648645,0.075684719,0.19741179,4.6
Ep14,alphazeraniv,"""Awesome Episode!!!  While I have some gripes with the production on the other episodes, they ended the season with quite an awesome episode,「LUCK」.  That was an awesome adaptation of the Rin vs Sae Matchup and Ego's fist pump lmao.""",,,17-Apr,44,0.0,0.658,0.342,0.9619,positive,0.027647519,0.014043582,0.000969122,0.832107186,0.089300655,0.004806942,0.031124936,4.6
Ep1,sakurasyinks,"""Awesome intro for what's coming. I'm supeeer ready!!!""",,,17-Jan,494,0.0,0.445,0.555,0.8164,positive,0.010404292,0.002264861,0.006755025,0.660078704,0.216179445,0.004389401,0.099928282,4.0
Ep14,PoochieMama,"""BAAAAAAAAAARRRRRRRRRRROUUUUUUUUUUUUUUUUUUU""",,,22-Oct,1,0.0,1.0,0.0,0.0,neutral,0.151985407,0.083311372,0.035458986,0.032107014,0.169451267,0.092835791,0.434850186,4.6
Ep13,yellowheartren,"""BACHIRA! Fly, my pretty! 💛 Beautiful! And still more bachisagi crumbs. Oh, and Rin got a sharingan upgrade. Pfft.yellowheartrenDec 28, 2024 7:45 AM""",,,09-Oct,775,0.0,0.704,0.296,0.8392,positive,0.007325549,0.002882368,0.000836867,0.729059339,0.109533779,0.023482867,0.126879275,4.4
Ep11,meysie,"""BAROU!!! WE ALL CHEERED!!!! """,,,24-Feb,83,0.0,1.0,0.0,0.0,neutral,0.248208821,0.066075303,0.022204416,0.132137865,0.513103783,0.008144569,0.010125178,4.2
Ep12,meysie,"""BAROU!!!! WE ALL CHEERED AGAIN LOUDER THIS TIME!!! """,,,24-Feb,83,0.0,0.61,0.39,0.6671,positive,0.321548671,0.082006112,0.084107339,0.046610318,0.417440504,0.040053464,0.008233617,4.2
Ep14,BblzAnonymous,"""BEST EPISODE EVERBblzAnonymous """,,,21-Jan,2,0.0,0.288,0.712,0.7125,positive,0.012348278,0.005247499,0.002314023,0.039149549,0.42600432,0.01593193,0.499004453,4.6
Ep4,deg,"""BL is not just Blue Lock but Boys Love too   """,,,09-Jan,105938,0.0,0.49,0.51,0.8525,positive,0.007848152,0.001891832,0.005599818,0.172821373,0.441420704,0.105562612,0.264855504,3.5
Ep11,Artromex,"""BLUE LOCK IS SO BACK BABY  this episode was amazing, definitely the best one so far. it feels like every episode is getting better and better, both in germs of hype and also in terms of overall visuals.  Shidou's goal was AMAZING and Barou's entrance too. Everything in this episode was just so well done. People have no right to complain anymore 😭 Although I wish every episode before this also looked as good, I still have high hopes for the last couple episodes left !!!ArtromexDec 14, 2024 10:40 AM""",,,23-Apr,286,0.041,0.648,0.311,0.9847,positive,0.013390009,0.003150078,0.007364194,0.648436725,0.128215194,0.030408315,0.169035479,4.2
Ep14,Llamarada735,"""BLUEEE LOOOOCK!!!!!!""",,,23-Mar,2,0.0,1.0,0.0,0.0,neutral,0.102752574,0.049479626,0.01249807,0.056915961,0.115709305,0.051473241,0.611171246,4.6
Ep12,Ayano_Kuma,"""BRO REO AND BAROU SO INTENSE OMG """,,,22-Jul,501,0.0,0.79,0.21,0.1513,positive,0.123921506,0.047279693,0.030507697,0.092984512,0.399622649,0.008630744,0.297053188,4.2
Ep2,removed-user,"""Baaaaaaadddddd Animation!!!!!!""",,,18-Jul,561997,0.0,1.0,0.0,0.0,neutral,0.071686573,0.044174191,0.012182374,0.077760696,0.047618289,0.054992419,0.691585481,3.2
Ep4,Deivaible,"""Bachira's dribbling flashback in contrast to the dribbling right after is killing me. Even when i want to forget the animation they put that there to remind me how bad it is :(""",,,14-Jan,10,0.31,0.659,0.032,-0.9081,negative,0.116780706,0.615973771,0.035858296,0.00269437,0.03842013,0.179144055,0.011128704,3.5
Ep13,OtakuKun1,"""Bachira’s technique was amazing! He reawakened his monster inside him and managed to change the situation on the field!  U-20 Japan team hadn’t even a chance how good Blue Lock was!   It would be great if there were no more transitions or less-move frames. It’s not something enjoyable, the animation is fine, but the style must be changed.My tickets - MAL Bunkasai 2024:  https://imgur.com/a/m7ANrqo https://imgur.com/a/xH8YXqt https://imgur.com/a/NnZK4E1 https://imgur.com/a/NSutGkk https://imgur.com/a/6t8z0bQ https://imgur.com/a/rsqzLSO https://imgur.com/a/UIuELJD https://imgur.com/a/OpmB5P2  """,,,22-Oct,1084,0.043,0.816,0.141,0.7486,positive,0.024811013,0.0173593,0.031997208,0.136634424,0.695673883,0.0155952,0.07792896,4.4
